epoch,loss,lr,pi_accuracy,pi_loss,v_accuracy,v_loss
0,4.836411476135254,0.01,0.016002032905817032,4.41122579574585,0.16032512485980988,0.18080666661262512
1,4.789511680603027,0.01,0.016002032905817032,4.408117771148682,0.16967234015464783,0.13716913759708405
2,4.781467437744141,0.01,0.016002032905817032,4.40531587600708,0.15692152082920074,0.13212144374847412
3,4.7788166999816895,0.01,0.016002032905817032,4.403005123138428,0.15692152082920074,0.13197727501392365
4,4.776645660400391,0.01,0.016002032905817032,4.401045799255371,0.15692152082920074,0.131960928440094
5,4.774694919586182,0.01,0.016002032905817032,4.399292469024658,0.15692152082920074,0.1319594830274582
6,4.77289342880249,0.01,0.016002032905817032,4.397679328918457,0.15692152082920074,0.13196562230587006
7,4.7711992263793945,0.01,0.016002032905817032,4.396184921264648,0.15692152082920074,0.13196100294589996
8,4.769604206085205,0.01,0.016002032905817032,4.3947834968566895,0.15692152082920074,0.13196274638175964
9,4.768092155456543,0.01,0.016002032905817032,4.393468379974365,0.15692152082920074,0.13196127116680145
10,4.766664028167725,0.01,0.016002032905817032,4.392230033874512,0.15692152082920074,0.13196444511413574
11,4.765288352966309,0.01,0.016002032905817032,4.391054630279541,0.15692152082920074,0.13195940852165222
12,4.763978481292725,0.01,0.016002032905817032,4.3899359703063965,0.15692152082920074,0.1319606453180313
13,4.762723922729492,0.01,0.016002032905817032,4.388872146606445,0.15692152082920074,0.1319635957479477
14,4.76152229309082,0.01,0.016002032905817032,4.387866497039795,0.15692152082920074,0.13196216523647308
15,4.760368824005127,0.01,0.016002032905817032,4.386903285980225,0.15692152082920074,0.13196435570716858
16,4.759266376495361,0.01,0.016002032905817032,4.385995864868164,0.15692152082920074,0.13196325302124023
17,4.7582011222839355,0.01,0.016002032905817032,4.385121822357178,0.15692152082920074,0.1319652944803238
18,4.75718355178833,0.01,0.016002032905817032,4.384296894073486,0.15692152082920074,0.13196533918380737
19,4.756194114685059,0.01,0.016002032905817032,4.383499622344971,0.15692152082920074,0.1319655478000641
20,4.755253314971924,0.01,0.016002032905817032,4.382743835449219,0.15692152082920074,0.1319725662469864
21,4.754315376281738,0.01,0.016002032905817032,4.382011413574219,0.15692152082920074,0.13196000456809998
22,4.753434181213379,0.01,0.016002032905817032,4.381309986114502,0.15692152082920074,0.13197177648544312
23,4.752574920654297,0.01,0.016002032905817032,4.380637168884277,0.15692152082920074,0.1319781243801117
24,4.751734256744385,0.01,0.016002032905817032,4.379993915557861,0.15692152082920074,0.13197365403175354
25,4.750904560089111,0.01,0.016002032905817032,4.379358768463135,0.15692152082920074,0.13196930289268494
26,4.7501068115234375,0.01,0.016002032905817032,4.378763675689697,0.15692152082920074,0.13195940852165222
27,4.7493486404418945,0.01,0.016002032905817032,4.378190994262695,0.15692152082920074,0.13196507096290588
28,4.748622894287109,0.01,0.016002032905817032,4.377642631530762,0.15692152082920074,0.13197846710681915
29,4.747898578643799,0.01,0.016002032905817032,4.377124309539795,0.15692152082920074,0.13196389377117157
30,4.747184753417969,0.01,0.016002032905817032,4.3766093254089355,0.15692152082920074,0.1319553256034851
31,4.746507167816162,0.01,0.016002032905817032,4.376114845275879,0.15692152082920074,0.13196459412574768
32,4.745840549468994,0.01,0.016002032905817032,4.375643730163574,0.15692152082920074,0.13195839524269104
33,4.745199680328369,0.01,0.016002032905817032,4.375192165374756,0.15692152082920074,0.13196082413196564
34,4.744566440582275,0.01,0.016002032905817032,4.374746799468994,0.15692152082920074,0.13196228444576263
35,4.743949890136719,0.01,0.016002032905817032,4.374323844909668,0.15692152082920074,0.13196001946926117
36,4.7433624267578125,0.01,0.016002032905817032,4.373920440673828,0.15692152082920074,0.13196498155593872
37,4.742776870727539,0.01,0.016002032905817032,4.373528003692627,0.15692152082920074,0.13196174800395966
38,4.742210388183594,0.01,0.016002032905817032,4.37315034866333,0.15692152082920074,0.13196389377117157
39,4.741664409637451,0.01,0.016002032905817032,4.372790813446045,0.15692152082920074,0.13196569681167603
40,4.741129398345947,0.01,0.016002032905817032,4.372445583343506,0.15692152082920074,0.13196580111980438
41,4.740627765655518,0.01,0.016002032905817032,4.372115612030029,0.15692152082920074,0.13198375701904297
42,4.740093231201172,0.01,0.016002032905817032,4.371784687042236,0.15692152082920074,0.13196799159049988
43,4.739593505859375,0.01,0.016002032905817032,4.371473789215088,0.15692152082920074,0.1319693773984909
44,4.739089488983154,0.01,0.016002032905817032,4.37116813659668,0.15692152082920074,0.13196030259132385
45,4.738617420196533,0.01,0.016002032905817032,4.370880603790283,0.15692152082920074,0.13196402788162231
46,4.738162040710449,0.01,0.016002032905817032,4.370605945587158,0.15692152082920074,0.13197268545627594
47,4.737693786621094,0.01,0.016002032905817032,4.370328426361084,0.15692152082920074,0.13196821510791779
48,4.7372331619262695,0.01,0.01572263054549694,4.3700666427612305,0.15692152082920074,0.1319607049226761
49,4.736798286437988,0.01,0.016002032905817032,4.36981725692749,0.15692152082920074,0.1319618672132492
50,4.736429214477539,0.001,0.016002032905817032,4.36960506439209,0.15692152082920074,0.13195794820785522
51,4.736318588256836,0.001,0.015621031634509563,4.369543075561523,0.15692152082920074,0.13195708394050598
52,4.73626708984375,0.001,0.016205232590436935,4.3695149421691895,0.15692152082920074,0.13195662200450897
53,4.736223220825195,0.001,0.016002032905817032,4.369490623474121,0.15692152082920074,0.1319570690393448
54,4.73618221282959,0.001,0.016002032905817032,4.369466304779053,0.15692152082920074,0.13195769488811493
55,4.736139297485352,0.001,0.016002032905817032,4.369443416595459,0.15692152082920074,0.13195718824863434
56,4.7360968589782715,0.001,0.016002032905817032,4.369419574737549,0.15692152082920074,0.1319568157196045
57,4.736053943634033,0.001,0.016002032905817032,4.369396686553955,0.15692152082920074,0.13195699453353882
58,4.736013889312744,0.001,0.016002032905817032,4.369373321533203,0.15692152082920074,0.13195793330669403
59,4.735971450805664,0.001,0.016002032905817032,4.369349956512451,0.15692152082920074,0.13195684552192688
60,4.735929489135742,0.001,0.016002032905817032,4.369326591491699,0.15692152082920074,0.1319572627544403
61,4.735886573791504,0.001,0.016002032905817032,4.3693037033081055,0.15692152082920074,0.1319572776556015
62,4.735845565795898,0.001,0.016002032905817032,4.369280815124512,0.15692152082920074,0.13195660710334778
63,4.735803127288818,0.001,0.016002032905817032,4.36925745010376,0.15692152082920074,0.13195699453353882
64,4.735762119293213,0.001,0.016002032905817032,4.369235038757324,0.15692152082920074,0.13195675611495972
65,4.735720157623291,0.001,0.016002032905817032,4.369211673736572,0.15692152082920074,0.13195651769638062
66,4.735678672790527,0.001,0.016002032905817032,4.369190216064453,0.15692152082920074,0.13195666670799255
67,4.735637187957764,0.001,0.016002032905817032,4.369167327880859,0.15692152082920074,0.13195659220218658
68,4.735596656799316,0.001,0.016002032905817032,4.369145393371582,0.15692152082920074,0.13195639848709106
69,4.7355546951293945,0.001,0.016002032905817032,4.369122505187988,0.15692152082920074,0.13195709884166718
70,4.735514163970947,0.001,0.016002032905817032,4.3690996170043945,0.15692152082920074,0.13195647299289703
71,4.735473155975342,0.001,0.016002032905817032,4.369077205657959,0.15692152082920074,0.13195660710334778
72,4.735431671142578,0.001,0.016002032905817032,4.369054794311523,0.15692152082920074,0.1319565773010254
73,4.735390663146973,0.001,0.016002032905817032,4.369032859802246,0.15692152082920074,0.13195648789405823
74,4.735351085662842,0.001,0.016002032905817032,4.369011402130127,0.15692152082920074,0.13195686042308807
75,4.735308647155762,0.001,0.016002032905817032,4.36898946762085,0.15692152082920074,0.13195638358592987
76,4.735268592834473,0.001,0.016002032905817032,4.368967533111572,0.15692152082920074,0.1319570094347
77,4.735230445861816,0.001,0.016002032905817032,4.368946075439453,0.15692152082920074,0.13195686042308807
78,4.735189914703369,0.001,0.016002032905817032,4.368924617767334,0.15692152082920074,0.13195812702178955
79,4.735149383544922,0.001,0.016002032905817032,4.368903636932373,0.15692152082920074,0.1319565325975418
80,4.7351155281066895,1e-04,0.016002032905817032,4.368885517120361,0.15692152082920074,0.13195645809173584
81,4.735104084014893,1e-04,0.016002032905817032,4.368880271911621,0.15692152082920074,0.1319562941789627
82,4.735099792480469,1e-04,0.016002032905817032,4.368877410888672,0.15692152082920074,0.13195638358592987
83,4.735095977783203,1e-04,0.016002032905817032,4.368874549865723,0.15692152082920074,0.13195623457431793
84,4.735091686248779,1e-04,0.016002032905817032,4.36887264251709,0.15692152082920074,0.13195626437664032
85,4.7350873947143555,1e-04,0.016002032905817032,4.368871212005615,0.15692152082920074,0.1319562941789627
86,4.73508358001709,1e-04,0.016002032905817032,4.368867874145508,0.15692152082920074,0.13195623457431793
87,4.735079765319824,1e-04,0.016002032905817032,4.368866443634033,0.15692152082920074,0.13195626437664032
88,4.735075950622559,1e-04,0.016002032905817032,4.3688645362854,0.15692152082920074,0.1319563090801239
